tconst,nconst,category
tt0019933,nm0790277,actress
tt0019933,nm0250352,actress
tt0019933,nm3812201,actress
tt0019933,nm0916224,director
tt0019933,nm0568571,writer
tt0019933,nm0916224,writer
tt0019933,nm0068419,producer
tt0019933,nm0005706,cinematographer
tt0019936,nm0919768,actress
tt0019936,nm0853604,actor
tt0019936,nm0510018,actress
tt0019936,nm0672154,actress
tt0019936,nm0850896,actress
tt0019936,nm0049055,actor
tt0019936,nm0524249,actor
tt0019936,nm0287841,actress
tt0019936,nm0334581,actor
tt0019936,nm0250240,actor
tt0019936,nm0215877,director
tt0019936,nm0394479,writer
tt0019936,nm0520501,writer
tt0019936,nm0030860,writer
tt0019936,nm0569222,cinematographer
tt0019936,nm0005840,cinematographer
tt0019936,nm0392096,editor
tt0020011,nm0509573,actor
tt0020011,nm0509573,actor
tt0020011,nm0000017,actress
tt0020011,nm0000017,actress
tt0020011,nm0347389,actor
tt0020011,nm0403917,actor
tt0020011,nm0851438,actor
tt0020011,nm0903145,actor
tt0020011,nm0484366,director
tt0020011,nm0889172,writer
tt0020011,nm0354181,producer
tt0020011,nm0484366,producer
tt0020011,nm0674795,composer
tt0020011,nm0002591,cinematographer
tt0020011,nm0937762,cinematographer
tt0020026,nm0002001,actor
tt0020026,nm0066333,actress
tt0020026,nm0801193,actor
tt0020026,nm0269493,actor
tt0020026,nm0587534,actor
tt0020026,nm0515272,actress
tt0020026,nm0243774,actor
tt0020026,nm0524859,actor
tt0020026,nm0606663,actor
tt0020026,nm0058191,actor
tt0020026,nm0908831,director
tt0020026,nm0028593,writer
tt0020026,nm0230568,writer
tt0020026,nm0883328,writer
tt0020026,nm0489690,producer
tt0020026,nm0485702,cinematographer
tt0020026,nm0037762,editor
tt0020034,nm0242133,actress
tt0020034,nm0242090,actress
tt0020034,nm0336770,actor
tt0020034,nm0698985,actor
tt0020034,nm0748014,actor
tt0020034,nm0002177,actor
tt0020034,nm0123548,actor
tt0020034,nm0204639,actor
tt0020034,nm0245304,actress
tt0020034,nm0673814,actor
tt0020034,nm0939992,director
tt0020034,nm0604526,writer
tt0020034,nm0695292,writer
tt0020034,nm0088670,writer
tt0020034,nm0533102,writer
tt0020034,nm0549132,cinematographer
tt0020034,nm0838068,editor
tt0020050,nm0356233,actress
tt0020050,nm0747459,actor
tt0020050,nm0139306,actress
tt0020050,nm0728509,actor
tt0020050,nm1766448,actor
tt0020050,nm0189360,actor
tt0020050,nm0376402,actor
tt0020050,nm0714333,actor
tt0020050,nm0786871,actor
tt0020050,nm1991719,actor
tt0020050,nm0348107,director
tt0020050,nm0141576,writer
tt0020050,nm0348107,writer
tt0020050,nm0049608,producer
tt0020112,nm0002001,actor
tt0020112,nm0531776,actress
tt0020112,nm0313449,actor
tt0020112,nm0744917,actress
tt0020112,nm0657874,actor
tt0020112,nm0130797,actor
tt0020112,nm0636199,actor
tt0020112,nm0069373,actor
tt0020112,nm0694302,actor
tt0020112,nm0830769,actor
tt0020112,nm0523932,director
tt0020112,nm0883328,writer
tt0020112,nm0093397,writer
tt0020112,nm0944351,writer
tt0020112,nm0151249,writer
tt0020112,nm0005800,cinematographer
tt0020121,nm0422181,actor
tt0020121,nm0497344,actress
tt0020121,nm0875983,actor
tt0020121,nm0903628,actor
tt0020121,nm0703645,actress
tt0020121,nm0741022,actress
tt0020121,nm0833887,actor
tt0020121,nm0233390,actress
tt0020121,nm0666650,actress
tt0020121,nm0276173,actress
tt0020121,nm0851537,director
tt0020121,nm0933161,director
tt0020121,nm0106176,writer
tt0020121,nm0422181,writer
tt0020121,nm0794964,writer
tt0020121,nm0821472,producer
tt0020121,nm0413572,cinematographer
tt0020121,nm0958381,cinematographer
tt0020121,nm0639514,editor
tt0020121,nm0793251,editor
tt0020123,nm0236029,actor
tt0020123,nm0492439,actress
tt0020123,nm0445321,actor
tt0020123,nm0387561,actor
tt0020123,nm0449858,actor
tt0020123,nm0573679,actor
tt0020123,nm0845945,actor
tt0020123,nm0640311,actor
tt0020123,nm0615164,actress
tt0020123,nm0911703,actor
tt0020123,nm0916177,director
tt0020123,nm0548403,writer
tt0020123,nm0437419,producer
tt0020123,nm0005889,cinematographer
tt0020123,nm0005896,cinematographer
tt0020123,nm0679496,editor
tt0020134,nm0414294,actress
tt0020134,nm0356589,actress
tt0020134,nm7299545,actress
tt0020134,nm0529227,actress
tt0020134,nm0496473,actor
tt0020134,nm0350798,actor
tt0020134,nm0063994,actor
tt0020134,nm0206312,actor
tt0020134,nm0245213,director
tt0020134,nm0060654,writer
tt0020134,nm0245213,writer
tt0020134,nm0719170,writer
tt0020134,nm0216066,producer
tt0020134,nm0888606,producer
tt0020134,nm2609836,composer
tt0020134,nm3255455,cinematographer
tt0020134,nm0005901,cinematographer
tt0020143,nm0203836,actress
tt0020143,nm0062736,actor
tt0020143,nm0336770,actor
tt0020143,nm0249893,actor
tt0020143,nm0748014,actor
tt0020143,nm0464131,actor
tt0020143,nm0249187,actor
tt0020143,nm0154352,actor
tt0020143,nm0018410,actor
tt0020143,nm0002177,actor
tt0020143,nm0502752,director
tt0020143,nm0886861,writer
tt0020143,nm0821716,writer
tt0020143,nm0881148,writer
tt0020143,nm0005784,cinematographer
tt0020143,nm0570985,editor
tt0020163,nm0819265,self
tt0020163,nm0096030,self
tt0020163,nm0903188,self
tt0020163,nm0251203,self
tt0020163,nm0775361,self
tt0020163,nm0314777,self
tt0020163,nm0314960,self
tt0020163,nm0340400,self
tt0020163,nm10773518,actor
tt0020163,nm0893952,self
tt0020163,nm0802563,director
tt0020163,nm0880618,director
tt0020163,nm0000697,writer
tt0020163,nm0802561,writer
tt0020163,nm0623873,producer
tt0020163,nm10773518,producer
tt0020163,nm4621207,composer
tt0020163,nm0826721,composer
tt0020163,nm0005867,cinematographer
tt0020187,nm0236029,actor
tt0020187,nm0580240,actress
tt0020187,nm0236396,actor
tt0020187,nm0002046,actor
tt0020187,nm0151377,actress
tt0020187,nm0674019,actor
tt0020187,nm0707527,actor
tt0020187,nm0071601,actress
tt0020187,nm0608786,actress
tt0020187,nm0290964,actor
tt0020187,nm0054830,director
tt0020187,nm0548403,writer
tt0020187,nm0437419,producer
tt0020187,nm0005889,cinematographer
tt0020187,nm0834261,cinematographer
tt0020187,nm0005896,cinematographer
tt0020187,nm0679496,editor
tt0020238,nm0482121,actor
tt0020238,nm0173993,actress
tt0020238,nm0113873,actor
tt0020238,nm0642063,actress
tt0020238,nm0049055,actor
tt0020238,nm0269771,actress
tt0020238,nm0362742,actor
tt0020238,nm0340807,actor
tt0020238,nm0602905,actor
tt0020238,nm0643048,actor
tt0020238,nm0189076,director
tt0020238,nm0669277,writer
tt0020238,nm0520501,writer
tt0020238,nm0309974,cinematographer
tt0020238,nm0453198,editor
tt0020278,nm0001635,actor
tt0020278,nm0942039,actress
tt0020278,nm0437318,actress
tt0020278,nm0302480,actor
tt0020278,nm0392004,actor
tt0020278,nm0657874,actor
tt0020278,nm0233467,actress
tt0020278,nm1498377,actor
tt0020278,nm0115597,actress
tt0020278,nm0235105,actress
tt0020278,nm0840042,director
tt0020278,nm0102818,writer
tt0020278,nm0753249,writer
tt0020278,nm0915875,writer
tt0020278,nm0005874,cinematographer
tt0020286,nm0222489,actress
tt0020286,nm0706795,actor
tt0020286,nm0746958,actor
tt0020286,nm0097882,actor
tt0020286,nm0348497,actor
tt0020286,nm0149830,actor
tt0020286,nm0082046,actress
tt0020286,nm0652302,director
tt0020286,nm0657176,writer
tt0020286,nm0123761,writer
tt0020286,nm0432653,writer
tt0020286,nm0995518,producer
tt0020286,nm0698271,producer
tt0020286,nm0706795,producer
tt0020286,nm0768095,composer
tt0020286,nm0006278,composer
tt0020286,nm0778303,cinematographer
tt0020332,nm0199841,actress
tt0020332,nm0092900,actor
tt0020332,nm0923774,actor
tt0020332,nm0941298,actor
tt0020332,nm0497186,actress
tt0020332,nm0023147,actor
tt0020332,nm0719292,actor
tt0020332,nm0435156,actress
tt0020332,nm0810180,actor
tt0020332,nm0018685,actor
tt0020332,nm0715564,director
tt0020332,nm0715564,writer
tt0020332,nm0093397,writer
tt0020332,nm0860145,writer
tt0020332,nm0495461,producer
tt0020332,nm0005764,cinematographer
tt0020332,nm0358213,editor
tt0020336,nm0522281,actress
tt0020336,nm0454558,actor
tt0020336,nm0000912,actor
tt0020336,nm0037761,actor
tt0020336,nm0602959,actress
tt0020336,nm0497344,actress
tt0020336,nm0551424,actress
tt0020336,nm0680376,actor
tt0020336,nm0237597,actress
tt0020336,nm0873724,actor
tt0020336,nm0718469,director
tt0020336,nm0394267,writer
tt0020336,nm0580648,writer
tt0020336,nm0740537,writer
tt0020336,nm0090213,writer
tt0020336,nm0005806,cinematographer
tt0020336,nm0387000,editor
tt0020402,nm0478851,actress
tt0020402,nm0771584,actor
tt0020402,nm0280605,actress
tt0020402,nm0363227,actor
tt0020402,nm0747884,actress
tt0020402,nm0567798,actor
tt0020402,nm0479161,actress
tt0020402,nm0479161,actress
tt0020402,nm0250240,actor
tt0020402,nm0058813,actress
tt0020402,nm0275297,actor
tt0020402,nm0689471,director
tt0020402,nm0272209,writer
tt0020402,nm0002771,writer
tt0020402,nm0689471,writer
tt0020402,nm0715723,writer
tt0020402,nm0155906,composer
tt0020402,nm0913084,cinematographer
tt0020402,nm0541721,editor
tt0020427,nm0053012,actress
tt0020427,nm0685550,actor
tt0020427,nm0954867,actress
tt0020427,nm0956517,actor
tt0020427,nm0686360,actor
tt0020427,nm2772403,actress
tt0020427,nm0275558,actor
tt0020427,nm0314960,actress
tt0020427,nm0872646,actress
tt0020427,nm0477524,actress
tt0020427,nm0432643,director
tt0020427,nm0432643,writer
tt0020427,nm0778102,cinematographer
tt0020458,nm0173993,actress
tt0020458,nm0366002,actor
tt0020458,nm0642988,actor
tt0020458,nm0817021,actor
tt0020458,nm0117913,actor
tt0020458,nm0147248,actor
tt0020458,nm0495519,actor
tt0020458,nm0247811,actress
tt0020458,nm1380190,actor
tt0020458,nm0156005,actor
tt0020458,nm0749484,director
tt0020458,nm0613848,writer
tt0020458,nm0938878,writer
tt0020458,nm0495461,producer
tt0020458,nm0869860,cinematographer
tt0020458,nm0358213,editor
tt0020458,nm0572026,editor
tt0020466,nm0310980,actress
tt0020466,nm0268190,actor
tt0020466,nm0925175,actress
tt0020466,nm0107151,actor
tt0020466,nm0285376,actress
tt0020466,nm0310723,actor
tt0020466,nm0528800,actress
tt0020466,nm0724542,actor
tt0020466,nm0113867,actor
tt0020466,nm0035455,actor
tt0020466,nm0124877,director
tt0020466,nm0221865,writer
tt0020466,nm0114095,writer
tt0020466,nm0376575,writer
tt0020466,nm0124877,producer
tt0020466,nm0221865,producer
tt0020466,nm0005823,cinematographer
tt0020466,nm0773501,cinematographer
tt0020466,nm0606206,editor
tt0020475,nm0000315,actress
tt0020475,nm0746280,actor
tt0020475,nm0003248,actor
tt0020475,nm0576906,actress
tt0020475,nm0668060,actress
tt0020475,nm0668060,actress
tt0020475,nm0730109,actor
tt0020475,nm0730109,actor
tt0020475,nm0466232,actor
tt0020475,nm0466232,actor
tt0020475,nm0257262,actor
tt0020475,nm0257262,actor
tt0020475,nm0314960,actress
tt0020475,nm0314960,actress
tt0020475,nm0455953,actress
tt0020475,nm0655065,director
tt0020475,nm0127060,writer
tt0020475,nm0503025,writer
tt0020475,nm0655065,producer
tt0020475,nm0826721,composer
tt0020475,nm0005634,cinematographer
tt0020475,nm0005922,cinematographer
tt0020570,nm0226158,actor
tt0020570,nm0726166,actress
tt0020570,nm0676812,actor
tt0020570,nm0879855,actor
tt0020570,nm0819697,actor
tt0020570,nm0351492,actor
tt0020570,nm0314777,actor
tt0020570,nm0573749,actor
tt0020570,nm0266691,director
tt0020570,nm0655065,director
tt0020570,nm0266691,writer
tt0020570,nm0883335,writer
tt0020570,nm0812399,producer
tt0020570,nm0005959,composer
tt0020570,nm0410344,composer
tt0020570,nm0006257,composer
tt0020570,nm0005634,cinematographer
tt0020570,nm0029940,cinematographer
tt0020570,nm0005862,cinematographer
tt0020570,nm0266691,editor
tt0020585,nm0601067,actress
tt0020585,nm0358076,actor
tt0020585,nm0743017,actress
tt0020585,nm0820821,actor
tt0020585,nm0553273,actor
tt0020585,nm0165689,actor
tt0020585,nm0824330,actor
tt0020585,nm0622307,actor
tt0020585,nm0581609,actress
tt0020585,nm0310752,actress
tt0020585,nm0782682,director
tt0020585,nm0673585,writer
tt0020585,nm0933133,writer
tt0020585,nm0566539,producer
tt0020585,nm0005741,cinematographer
tt0020585,nm0002542,editor
tt0020621,nm0395148,actress
tt0020621,nm0595687,actor
tt0020621,nm0880946,actress
tt0020621,nm0583982,actor
tt0020621,nm0351590,actor
tt0020621,nm0095866,actor
tt0020621,nm0956125,actress
tt0020621,nm0812453,actor
tt0020621,nm0843354,actress
tt0020621,nm0236646,actress
tt0020621,nm0802563,director
tt0020621,nm0696247,writer
tt0020621,nm0902121,writer
tt0020621,nm0240030,producer
tt0020621,nm0095866,composer
tt0020621,nm0005867,cinematographer
tt0020636,nm0196820,actress
tt0020636,nm0223372,actress
tt0020636,nm0843313,actor
tt0020636,nm0405977,actor
tt0020636,nm0725460,actor
tt0020636,nm0107795,actor
tt0020636,nm0286097,actress
tt0020636,nm0262354,actress
tt0020636,nm0450602,actor
tt0020636,nm0831499,actor
tt0020636,nm0913297,director
tt0020636,nm1064054,writer
tt0020636,nm0005959,composer
tt0020636,nm0005650,cinematographer
tt0020636,nm1054445,editor
tt0020640,nm0000050,actor
tt0020640,nm0555617,actor
tt0020640,nm0555597,actor
tt0020640,nm2580347,actor
tt0020640,nm0555688,actor
tt0020640,nm0744917,actress
tt0020640,nm0241669,actress
tt0020640,nm0815049,actor
tt0020640,nm0860191,actor
tt0020640,nm0410303,actress
tt0020640,nm0373511,director
tt0020640,nm0442151,writer
tt0020640,nm0753452,writer
tt0020640,nm0436095,writer
tt0020640,nm0748438,writer
tt0020640,nm0911137,producer
tt0020640,nm0005706,cinematographer
tt0020654,nm0611423,actor
tt0020654,nm0019678,actor
tt0020654,nm0785524,actor
tt0020654,nm0647461,actress
tt0020654,nm0305569,actor
tt0020654,nm0303716,actress
tt0020654,nm0555708,actress
tt0020654,nm0069121,actor
tt0020654,nm0625136,actress
tt0020654,nm1016298,actor
tt0020654,nm0618034,director
tt0020654,nm0515651,writer
tt0020654,nm0539451,writer
tt0020654,nm0549893,writer
tt0020654,nm0618034,writer
tt0020654,nm0216848,composer
tt0020654,nm0005651,cinematographer
tt0020654,nm0812149,editor
tt0020656,nm0663077,actress
tt0020656,nm0534663,actress
tt0020656,nm0102609,actress
tt0020656,nm0058241,actress
tt0020656,nm0796274,actress
tt0020656,nm0745583,actress
tt0020656,nm0099771,actress
tt0020656,nm1665092,actor
tt0020656,nm1410680,actress
tt0020656,nm1665409,actor
tt0020656,nm0245213,director
tt0020656,nm0719170,writer
tt0020656,nm0957652,writer
tt0020656,nm0216066,producer
tt0020656,nm0888606,producer
tt0020656,nm0200550,cinematographer
tt0020656,nm0346689,cinematographer
tt0020656,nm0682660,cinematographer
tt0020656,nm0005901,cinematographer
tt0020670,nm0108511,actress
tt0020670,nm0035877,actor
tt0020670,nm0337894,actor
tt0020670,nm0172318,actor
tt0020670,nm0040090,actress
tt0020670,nm0277595,actor
tt0020670,nm0437386,actress
tt0020670,nm0283606,actress
tt0020670,nm0175096,actor
tt0020670,nm0357764,actor
tt0020670,nm0293260,director
tt0020670,nm0545730,writer
tt0020670,nm0293260,writer
tt0020670,nm0413711,writer
tt0020670,nm0686514,cinematographer
tt0020670,nm0835365,cinematographer
tt0020670,nm0449493,editor
tt0020683,nm0427231,actor
tt0020683,nm0217303,actress
tt0020683,nm0167113,actress
tt0020683,nm0400763,actor
tt0020683,nm0680376,actor
tt0020683,nm0367612,actor
tt0020683,nm0061111,actor
tt0020683,nm0366002,actor
tt0020683,nm0934232,actor
tt0020683,nm0132321,actor
tt0020683,nm0189076,director
tt0020683,nm0041027,writer
tt0020683,nm0920465,writer
tt0020683,nm0853042,writer
tt0020683,nm0005803,cinematographer
tt0020683,nm0206238,editor
tt0020689,nm0138999,actress
tt0020689,nm0497159,actress
tt0020689,nm0146185,actor
tt0020689,nm0007214,actor
tt0020689,nm0444708,actor
tt0020689,nm0319519,actor
tt0020689,nm0153772,actress
tt0020689,nm0666201,actress
tt0020689,nm0113452,actress
tt0020689,nm0431882,actor
tt0020689,nm0090007,director
tt0020689,nm0860194,writer
tt0020689,nm0090007,producer
tt0020689,nm0730359,editor
tt0020724,nm0003895,actor
tt0020724,nm0429923,actress
tt0020724,nm0868458,actor
tt0020724,nm0642042,actress
tt0020724,nm0012395,actress
tt0020724,nm0173920,actress
tt0020724,nm0394477,actor
tt0020724,nm0194939,actor
tt0020724,nm1197652,actress
tt0020724,nm0341548,actress
tt0020724,nm0102643,director
tt0020724,nm0267913,writer
tt0020724,nm0173303,writer
tt0020724,nm0005719,cinematographer
tt0020724,nm0626308,editor
tt0020842,nm0295992,actor
tt0020842,nm0367613,actress
tt0020842,nm0004464,actor
tt0020842,nm0439718,actor
tt0020842,nm0436922,actor
tt0020842,nm0874781,actress
tt0020842,nm0314777,actor
tt0020842,nm0938546,actress
tt0020842,nm0107795,actor
tt0020842,nm0107795,actor
tt0020842,nm0598414,actor
tt0020842,nm0857949,director
tt0020842,nm0776456,writer
tt0020842,nm0291047,writer
tt0020842,nm0006128,composer
tt0020842,nm0005832,cinematographer
tt0020852,nm0299484,self
tt0020852,nm0183877,self
tt0020852,nm0401323,self
tt0020852,nm0359624,self
tt0020852,nm0606738,self
tt0020852,nm0122296,actress
tt0020852,nm15409161,self
tt0020852,nm0173592,actor
tt0020852,nm0338085,actor
tt0020852,nm0572220,actor
tt0020852,nm0116103,director
tt0020852,nm0153266,director
tt0020852,nm0000033,director
tt0020852,nm0401323,director
tt0020852,nm0884318,writer
tt0020852,nm0295639,cinematographer
tt0020852,nm0358635,editor
tt0020891,nm0203836,actress
tt0020891,nm0336770,actor
tt0020891,nm0146185,actor
tt0020891,nm0058478,actor
tt0020891,nm0153772,actress
tt0020891,nm0643004,actress
tt0020891,nm0698985,actor
tt0020891,nm0021502,actor
tt0020891,nm0362742,actor
tt0020891,nm0642042,actress
tt0020891,nm0064600,director
tt0020891,nm0548403,writer
tt0020891,nm0817809,writer
tt0020891,nm0090213,writer
tt0020891,nm0394267,writer
tt0020891,nm0006307,composer
tt0020891,nm0005784,cinematographer
tt0020891,nm0682744,editor
tt0020895,nm0943956,actor
tt0020895,nm0001677,actress
tt0020895,nm0810000,actor
tt0020895,nm0392662,actor
tt0020895,nm0437373,actress
tt0020895,nm0581062,actress
tt0020895,nm0914520,actor
tt0020895,nm0456590,actor
tt0020895,nm0356620,actor
tt0020895,nm0355648,actress
tt0020895,nm0851537,director
tt0020895,nm0920465,writer
tt0020895,nm0924824,writer
tt0020895,nm0114095,writer
tt0020895,nm0221865,writer
tt0020895,nm0931115,cinematographer
tt0020902,nm0000036,actor
tt0020902,nm0656105,actress
tt0020902,nm0295688,actress
tt0020902,nm0599910,actor
tt0020902,nm0629243,actor
tt0020902,nm0213159,actor
tt0020902,nm0497344,actress
tt0020902,nm0587534,actor
tt0020902,nm0000859,actor
tt0020902,nm0354313,actor
tt0020902,nm0781292,director
tt0020902,nm0770337,writer
tt0020902,nm0225469,writer
tt0020902,nm0090213,writer
tt0020902,nm0809079,cinematographer
tt0020902,nm0505164,editor
tt0020945,nm0923774,actor
tt0020945,nm0941298,actor
tt0020945,nm0497186,actress
tt0020945,nm0532212,actor
tt0020945,nm0646829,actress
tt0020945,nm0826572,actress
tt0020945,nm0872463,actor
tt0020945,nm0733044,actress
tt0020945,nm0751974,actor
tt0020945,nm1941844,actress
tt0020945,nm0806061,director
tt0020945,nm0187256,writer
tt0020945,nm0129669,writer
tt0020945,nm0817809,writer
tt0020945,nm0495461,producer
tt0020945,nm0002228,cinematographer
tt0020945,nm0730837,editor
tt0020956,nm0736777,actor
tt0020956,nm0437318,actress
tt0020956,nm0106745,actress
tt0020956,nm0602005,actor
tt0020956,nm0332989,actor
tt0020956,nm0140568,actress
tt0020956,nm0852045,actor
tt0020956,nm0400502,actor
tt0020956,nm0788288,actor
tt0020956,nm0357963,actor
tt0020956,nm0006276,director
tt0020956,nm0456646,writer
tt0020956,nm0569658,writer
tt0020956,nm0809548,writer
tt0020956,nm0826020,cinematographer
tt0020977,nm0642988,actor
tt0020977,nm0908115,actress
tt0020977,nm0336919,actor
tt0020977,nm0939704,actor
tt0020977,nm0842257,actor
tt0020977,nm0655891,actress
tt0020977,nm0167407,actress
tt0020977,nm0531962,actor
tt0020977,nm0653989,actor
tt0020977,nm0165691,actress
tt0020977,nm0715564,director
tt0020977,nm0651661,writer
